ten,thoi gian,so nguoi,do kho,nguyen lieu,cach che bien
Thịt XÍU của người Huế,60 phút,10 người,Dễ,"500 gr thịt ba rọi (hoặc thịt nọng heo ) | 70 gr mè trắng | 70 gr hành tím băm | 1 muỗng canh dầu ăn | 4 muỗng canh đường trắng (hoặc vàng) | 2 muỗng canh nước mắm | 2 muỗng canh nước tương (xì dầu) | 2 muỗng cafe nước màu dừa ( nước hàng hoặc mật mía ) | 2 muỗng cafe bột ngọt | 2 muỗng cafe hạt nêm | 1/2 muỗng cafe ngũ vị hương | Ăn kèm: rau răm, ngò rí , ớt rim, bánh mì","Chuẩn bị thịt: Thịt sơ chế sạch qua muối loãng & giấm rồi trụng qua nước sôi, xong vớt ra rửa sạch với nhiều lần nước để loại bỏ bọt bẩn, sau đó cắt thịt thành những lát mỏng vừa... Tiếp đến để đường vào trộn đều & dùng màng bọc thực phẩm bọc lại để trong ngăn mát tủ lạnh 2 tiếng cho thịt mỡ trong, giòn & dẻo | Gia vị | Cách xíu thịt: Để dầu ăn vào chảo, dầu nóng cho hành tím vào xào thơm rồi mới đến thịt ướp đường, sau đó để hết gia vị ở bước 2 vào trừ mè đảo đều đến khi thịt săn & thấm gia vị, kế tiếp cho 1 chén nước lọc vào & rim thịt với lửa nhỏ, lúc này nêm nếm lại gia vị theo vị nhà... Khi thấy thịt mềm dẻo, nước rim keo lại & sền sệt thì tắt bếp cho mè đã rang vào, lúc này thịt xíu có màu nâu đỏ bóng bắt mắt | Món ăn kèm | Thành phẩm: Thịt có màu nâu đỏ au, vị đậm đà ngọt nhẹ, cay the của ớt rim... Thịt mềm mọng, mỡ trong giòn-dẻo, nước sốt sánh mịn rất ngon"
Bún bò béo nước hơi trong,2 tiếng,10-14 tô,Dễ,Nước ruốc | 4.5 L nước lọc | 400 g ruốc Huế | Nước bún bò | 700 g gầu bò | 200 g mỡ bò | 1 kg giò heo | 7 cây sả | 2 muỗng trà muối | 1 củ hành tây | 2 L nước lọc | 7 trái ớt hiểm | Chả viên | 500 g thịt heo xay | 500 g giò sống | 1 củ hành tây | 4 muỗng canh nước mắm | 2 muỗng canh đường | Rau ăn kèm | 100 g hành lá | 100 g bông chuối bào | 100 g rau chuối bào | 200 g rau thơm đủ loại | 200 g giá | 50 g rau răm | 2-3 quả chanh | 2-3 quả ớt tươi,"Nấu 4.5L nước cho sôi. Đổ 400g ruốc vào quậy đều. Tắt bếp. Để yên không đóng nắp để ruốc lắng xuống dưới. | Sả rửa sạch, đập dập bằng chày, cắt bỏ phần lá, cắt đôi phần còn lại. | Rửa sạch gầu bò, giò heo, mỡ bò. Cho vào nồi to (cỡ 8L-12L) cùng với sả và 2 muỗng trà muối. Nấu ở 100C trong 2 tiếng. | Trong khi đó ruốc sẽ dần lắng xuống dưới đáy. Sau 90 phút thì sẽ như hình cuối. | Trong khi ninh bò và chờ ruốc lắng xuống thì rửa giá, rau thơm, xà lách… | .. bông chuối, rau chuối bào, rau răm, hành lá, hành tây. Nhìn rau là muốn ăn liền rồi! | Khi rau ráo nước thì cắt sợi xà lách, rau thơm. Hành tây thái lát mỏng. | Khi giò heo đã nấu được 60 phút thì vớt ra, để riêng. | Khi thịt bò đã hầm được 90 phút thì tạm tắt bếp, lấy nước ruốc đã lắng cặn cho vào cùng. Có thể dùng 1 chén con sạch múc nước ruốc trong vào nồi lớn đang nấu bò và sả. Tới phần cặn ở dưới thì đổ nước ruốc qua 3 lớp rây lỗ nhỏ để lọc lại. Bỏ phần ruốc tím ở đáy. Kết quả là ra màu nước bún bò như ở hình thứ 2. Cho giò heo vào nấu tiếp 30 phút nữa là xong nồi nước lèo. Bạn nào thích màu điều thì có thể cho dầu điều vào lúc này luôn nhé. Mình thử không cho lần này dù rất thích vị điều. | Trong khi nồi nước lèo đang nấu tiếp 30 phút sau khi thêm nước ruốc thì lấy một quả hành tây bóc vỏ, thái hạt lựu, cho vào chung với thịt heo xay và giò sống, nêm với 2 muỗng canh đường và 4 muỗng canh nước mắm, dùng thìa trộn đều. Tiếp đó, lấy thìa dứt từng viên tròn cho vào nồi nước lèo đang sôi. | Khi hết 30 phút cuối cùng nấu nồi nước lèo thì thịt chả viên cũng đã chín. Cho thêm 7 quả ớt hiểm vào rồi tắt bếp là xong. Nhà mình ăn cay ít nên không cho bột ớt và không nấu ớt hiểm lâu hihi | Gắp giò heo và thịt bò ra khỏi nồi. | Lấy bún, rau, hành lá, hành tây, giò heo, thịt bò đã thái lát sắp xếp vào tô. Nấu sôi nước dùng và chan vào tô rồi thưởng thức cùng sa tế tự làm là bao ngon! | Thành quả đây ạ! Ai ăn thêm chanh và ớt tươi thì thái nhỏ và ăn kèm ạ."
Nấm hương xào xì dầu vị teriyaki,45 phút,2-4 người,Dễ,2 chén con nấm hương | 4 muỗng canh mỡ heo | 3 muỗng canh đầy xì dầu kikkoman | 2 muỗng canh vơi đường nâu | 2 khóm hành tím to | 1 khóm tỏi | 1 củ gừng nhỏ,"Ngâm nấm hương khô với nước chừng 30 phút cho nở ra. Rửa lại vài lần cho sạch, để ráo nước. Cắt bỏ cuống nấm. | Trong khi đó thì bóc vỏ hành tỏi, thái nhỏ. Gừng cũng bỏ vỏ, thái nhỏ. Cho gừng, hành, tỏi vào chảo với mỡ heo, xào chừng 2 phút cho thơm. | Cho nấm đã ngâm vào, cho xì dầu, đường vào xào chừng 7-8 phút là xong. Mời bạn thưởng thức!"
Gỏi nộm bò cà pháo,60 phút,3ng,Dễ,40 k thịt bò | 400g cà pháo | 2 trái ớt sừng ko cay | 3 trái ớt hiểm | 6k húng lủi | tỏi | giấm | chanh | tắc | đường | muối hột | muối | đậu phộng | bột ngọt | dầu hào | tương ớt,"Cà pháo mua về rửa sạch. Pha hỗn hợp chanh muối giấm, cắt cà bỏ vô ngâm cho khỏi đen ngâm tầm 15p | Tiếp theo vớt cà pháo ra để ráo, ướp với 1 muỗng súp đường, xíu muối, 2 muỗng giấm(lấy trái ớt sừng cắt dọc thân lấy hột ra xong cắt sợi bỏ vào đảo chung với cà pháo cho bớt mùi hăng). | Thịt bò mua về bóp bột với chút giấm xong rửa sạch thái miếng ra ướp với xíu muối, xíu dầu hào, xíu tiêu,bột ngọt, xíu hạt nêm, chút dầu ăn, tỏi băm để tầm 15p | Làm nước sốt trộn gỏi( bỏ 1 trái ớt sừng bỏ hạt, 3 tép tỏi, 3 trái ớt, 2 muỗng đường, giã nát hỗn hợp. xong bỏ 3 muỗng nước mắm, 2 muỗng nước cốt tắc, 2 muỗng giấm, xíu muối | Tiếp theo rửa rau húng lủi, tiếp đến bỏ tỏi vào chảo xào bỏ với lửa lớn xong để nguội.rang đậu phộng. | Bước cuối cùng vớt cà ra thau,bỏ 2 muỗng sốt vào đào đều, xong bỏ bò vào cho thêm sốt vào đảo nhẹ tay, tiếp theo cho húng lủi vào. Cho ra đĩa cho đậu phộng vào và ăn thôi. ❤"
Nộm rau muống,60 phút,4 người,Dễ,200 g rau muống đã bỏ lá | Tỏi | ớt xay | 3 m đường | 2 m nước mắm | 3 m chanh,"Rau muống ngâm nước muối, cắt khúc vừa ăn. Để ráo | Pha hh trộn gỏi: 3m đường + 2m nước mắm + 3m chanh + tỏi, ớt | Trộn rau muống đã rửa với hh nước mắm, bóp và trộn đều cho thấm. Có thể ăn với thịt hoặc tôm luộc kèm đậu phộng và rau thơm"
Phá Lấu Lòng Heo Kiểu Triều Châu,3 giờ,5 phần ăn,Dễ,"1 nhánh nhỏ (để luộc sơ) Gừng | 1 quả (để sơ chế) Chanh | 1 muỗng canh (để sơ chế) Muối | 500 g Phèo non | 500 g Bao tử heo | 150 g Cải chua , rửa qua , vắt ráo | 5 quả Trứng gà luộc | 2 miếng Đậu hũ chiên | 2 nhánh Rễ ngò rí | 2 tép Tỏi | 2 củ Hành tím | 1 muỗng canh Rượu Mai Quế Lộ (hoặc rượu Hoa Tiêu ) | 1 muỗng canh Dầu ăn | 3 muỗng canh Nước tương | 1 muỗng canh Hắc xì dầu | 1 muỗng canh Đường phèn | 1 lít Nước","Sơ chế phèo non bóp kỹ với muối, chanh, rửa sạch. Cắt bỏ phần hạch. | Bao tử: dùng bột mì khô chà bên trong bao tử để hút chất nhầy, rửa sạch, đun nước sôi trụng bao tử vừa săn, lấy ra cạo lớp trắng, rửa lại qua nước dấm hoặc chanh, muối nhiều lần cho sạch. | Ướp ngũ vị, hắc xì dầu, nước tương, rượu, đường … 2 giờ cho thấm. | Phi thơm hành tím, tỏi, gừng và rễ ngò rí với dầu ăn. Rang sơ các loại thảo mộc cho thơm, cho vào túi vả chung luôn. | Cho bao tử, phèo non vào xào săn. | Đổ nước, thêm 2 tbsp nước tương, 1 tbsp hắc xì dầu, 1 tbsp đường phèn, túi thảo mộc vào nồi. | Hầm nhỏ lửa 45 phút cho thấm vị. Thêm trứng luộc, đậu hũ, cải chua nấu thêm 15 phút. | Nêm lại cho vừa ăn, dùng nóng với cơm trắng. | Có thể dùng lưỡi, tim, tai, … để nấu cho đa dạng."
Canh Khoai Sọ Rau Cần,60 phút,2 phần ăn,Dễ,200-250 g Khoai sọ đã làm sạch | 1 nắm Rau cần nước | 1 củ ngưu bàng (dài khoảng 10cm) (hoặc thay bằng nấm tươi ) | 1 thìa cà phê Hạt nêm | 1/2 thìa cà phê Muối,"Khoai sọ cắt miếng vừa ăn. | Ngưu bàng cạo vỏ, rửa sạch, cắt lát mỏng hoặc khúc nhỏ. | Cho khoai sọ và ngưu bàng vào nồi, thêm nước ngập mặt, nêm muối và hạt nêm. Hầm lửa vừa đến khi khoai và ngưu bàng mềm. | Thêm một ít nước sôi vào nồi, đợi nước sôi trở lại thì cho rau cần nước vào. | Đun sôi nhẹ lại khoảng 1 phút, rau vừa chín tới thì tắt bếp. Múc ra bát, dùng nóng hoặc ấm đều ngon."
Trứng cút ốp la sốt thịt bằm,30 phút,3 phần ăn,Dễ,10 trứng cút | 200 g thịt bằm,"Phi tỏi, hành. Cho thịt vào rim đến khi săn lại | Cho hỗn hợp gia vị vào. 1mc nước tương. 1/2mc nước mắm. 1.5mc đường. 1mc tương cà. 3mc nước lọc | Ốp la trứng. Rồi cho sốt thịt bằm vào"
Bắp xào tôm khô,30 phút,3 người,Dễ,"3 trái Bắp nếp : nên chọn bắp nếp để hạt dẻo và bùi, hoặc có thể trộn thêm bắp Mỹ nếu thích vị ngọt, mọng nước | 50 g Tôm khô : chọn loại tôm nhỏ vừa ăn | 3-4 nhánh Hành lá | 1 củ hành tím | 2 muỗng Bơ thực vật : Tường An hoặc Meizan | 1 ít Gia vị: Nước mắm , đường, hạt nêm, tương ớt","Bước 1: Sơ chế nguyên liệu • Bắp: Lột vỏ, râu bắp rồi dùng tay tách lấy hạt (hoặc dùng dao bào dọc nếu muốn nhanh). Rửa sạch hạt bắp và để ráo, luộc chín bắp. Hoặc tận dụng bắp luộc ăn không hết mình lột vỏ nướng sơ cho bắp dậy mùi thơm rồi tách hạt. • Tôm khô: Ngâm nước ấm khoảng 10 - 15 phút cho tôm nở và mềm bớt, sau đó vớt ra rửa sạch, để ráo nước. • Hành lá: Rửa sạch, cắt nhỏ. Tách riêng phần đầu hành trắng băm nhỏ và phần lá xanh. | Bước 2: Xào bắp • Đặt chảo lên bếp, cho 1 muỗng canh dầu ăn vào đun nóng. Cho phần đầu hành trắng băm nhỏ vào phi thơm với chút hành tím • Tiếp theo, cho tôm khô vào đảo đều tay cho đến khi tôm săn lại và tỏa mùi thơm. • Trút toàn bộ bắp đã luộc vào chảo, xào đều cùng tôm khô với lửa lớn. • Nêm gia vị vừa ăn: 1 muỗng cà phê hạt nêm, 1 muỗng cà phê đường, và 1 muỗng cà phê nước mắm (điều chỉnh tùy theo khẩu vị). Đảo liên tục khoảng 3 phút cho bắp ngấm đều gia vị | Bước 3: Hoàn thành với bơ và hành lá • Khi bắp đã chín tới và ráo nước, cho 2 muỗng canh bơ vào chảo. Đảo nhanh tay cho bơ tan chảy, áo đều một lớp vàng óng, thơm phức lên từng hạt bắp. • Cuối cùng, cho hành lá cắt nhỏ vào, đảo thêm vài giây rồi tắt bếp. | Thưởng thức Múc bắp xào ra đĩa khi còn nóng hổi. Để đúng điệu ăn vặt đường phố, bạn hãy rưới thêm một ít tương ớt lên trên. Khi ăn, trộn đều để cảm nhận đủ vị ngọt, mặn, béo, cay nồng hòa quyện."
Chả Nấm Đùi Gà Lá Lốt Giòn Xốp,60 phút,2 phần ăn,Dễ,150 g Nấm đùi gà | 6–8 lá Lá lốt | 1 muỗng canh Bột mì | 1 muỗng canh Bột chiên giòn | 1 muỗng cà phê Hạt nêm chay | Tiêu xay | Dầu ăn,"Nấm đùi gà rửa sạch, để ráo, xé sợi dọc, bóp nhẹ cho bớt nước. | Trộn nấm với hạt nêm, tiêu cho thấm vị. Để hỗn hợp nghỉ 5–10 phút. | Lá lốt thái sợi, trộn nhanh vào hỗn hợp nấm. | Làm nóng dầu, dùng đũa gắp từng cụm nấm thả vào chảo, không ép chặt. | Chiên lửa vừa lớn, vàng một mặt mới trở, không đảo liên tục. Khi chả vàng giòn, vớt ra giấy thấm dầu."
Nui Xào Bò,20 phút,2 người,Dễ,200 gam thịt bò thăn | 1/2 gói nui ống dài | 1 củ hành tây nhỏ | 1/2 tbsp hành tím băm | 1/2 tbsp tỏi băm | 3 tbsp nước tương | 1 tbsp dầu hào | 3 tbsp dầu ăn | 1 tsp dầu mè | 1/2 tsp tiêu | 1/2 tbsp tương cà | 1/2 tsp đường | 1/2 tsp hạt nêm,"Thịt bò xắt lát mỏng. Ướp thịt bò với: 1/2tbsp hành tím băm + 1/2tbsp tỏi băm + 1tbsp nước tương + 1/2tbsp dầu hào + 1tbsp dầu ăn + 1tsp dầu mè + 1/4tsp tiêu + 1tbsp bột bắp. Trộn đều và để khoảng 15 phút cho thấm. Hành tây chẻ múi cau. Nui luộc vừa chín mềm thì vớt ra, ngâm qua thau nước lạnh cho nguội rồi vớt ra rổ để ráo và xóc với 1/2tbsp dầu ăn để không bị dính… | Bắc chảo lên bếp, cho 2tbsp dầu ăn vô. Khi dầu nóng, ta cho hành tây vô xào rồi cho thịt bò đã ướp vô sau. Thịt bò vừa chín thì ta cho nui đã luộc mềm vô chảo thịt. | Pha nước xốt xào nui: 2tbsp nước tương + 1/2tbsp dầu hào + 1/2tbsp tương cà + 1/2tsp đường + 1/2tsp hạt nêm + 1/4tsp tiêu. Khuấy cho tan đều rồi rưới nước xốt vô chảo nui, đảo đều cho nước xốt thấm nui và thịt bò rồi tắt bếp. | Cho món ăn ra dĩa, rắc thêm ít tiêu xay và thưởng thức kèm một chén nước tương pha giấm và tương ớt."
Thịt Ba Rọi Chiên Giòn Bì Lắc Tỏi Ớt,40 phút,3-4 người ăn chơi uống bia hơi,Dễ,500 gr thịt ba rọi | 1/2 cup dầu ăn (nếu thịt quá ít mỡ) | Gia vị lắc sau khi chiên giòn | 1 mcf muối | 1/2 mcf bột tỏi | 1/3 mcf bột ớt | 1/4 mcf bột ngọt,"Thịt ba rọi luộc nguyên tảng trong vài phút cho ra chất dơ rồi rửa sạch lại, cắt thành khối cỡ 2cm x 3cm | Cho vào chảo cùng muối và 1/2 chén nước nấu lửa trung bình đến cạn nước, đảo liên tục đến khi chảy mỡ, vì chiên cả thịt nên mỡ tan chậm phải thêm 1/2 chén dầu ăn nếu thịt quá ít mỡ, đảo liên tục trong quá trình chiên lần 1 đến khi thịt hơi vàng và da hơi nổ (tầm 15 phút) | Vớt ra để nguội hẳn | Chiên lần 2 đến khi da nổ giòn là vớt ra, lắc đều với bột tỏi và bột ớt"
Đậu phụ sốt cà chua (món chay),15 phút,2 người,Dễ,"10.000 đậu phụ trắng | 1-2 quả cà chua | 1 củ hành khô | 1 cây hành tươi | 1 bát con dầu ăn | 2-3 thìa mắm , bột nêm tùy khẩu vị","Cho dầu vào chảo chờ nóng già rán đậu vàng đều | Cà chua bóc vỏ cắt nhỏ, cho thêm 1 chút dầu ăn láng mặt chảo, phi thơm hành khô băm nhỏ. Cho cà chua vào đảo đều dầm nát, nêm bằng mắm/ bột nêm tùy khẩu vị (chay mặn điều chỉnh theo người ăn) | Thêm 1 chút nước, đổ đậu vào rim đến khi gần cạn, cho hành tươi vào đảo đều bỏ ra ăn nóng(mình thích đậu mềm ngấm vị nên rim lâu, 1 số người thích chỉ áo 1 lớp cà chua bên ngoài thì không cần cho nhiều nước, cho đậu vào đảo nhanh tay)"
Rau mầm trộn chay,60 phút,4 người,Dễ,100 g rau mầm | 50 g rau càng cua | 1/3 củ cà rốt | 2 muỗng canh đường | 2 muỗng canh nước cốt chanh | 1/2 muỗng cà phê muối | 1/3 muỗng cà phê tiêu | 1 muỗng canh dầu oliu | 2 muỗng canh nước lọc,"Rau mầm, càng cua rửa sạch vẩy ráo, cà rốt bào sợi | Pha nước trộn : cho nước lọc, cốt chanh, đường, muối, dầu oliu, tiêu vô chén khuấy tan | Cho rau vô thau,cho nước trộn vô trộn đều."
"Đậu hũ, nấm kho thơm",15 phút,2 phần,Dễ,200 g đậu hũ bi | 1/4 trái thơm | 100 g nấm đùi gà,"Nấm đùi gà rửa sạch, thơm cắt lát. Cho nấm, đậu hũ, thơm vô chảo, cho 1 muỗng canh dầu ăn, 1 muỗng canh nước tương, 1/2 muỗng canh đường, 1 muỗng cà phê hạt nêm vô trộn đều. | Bắc lên bếp kho,đảo đều cho thấm, nêm nếm cho vừa ăn, thêm xíu tiêu cho thơm."
Bò cuộn phô mai,60 phút,4 người,Dễ,500 g thịt thăn bò | 70 g phô mai mozzarella | Tỏi băm | dầu hào | nước tương | hạt nêm | 1 tbsp bột bắp,"Bò thái lát mỏng,đập thành kích thước 7x12cm.Ướp gia vị và tỏi băm 30’.Phô mai cắt miếng vừa ăn | Rải một ít bột bắp lên thịt bò,cho phô mai vào cuộn lại.Nướng 200°C trong 5-7’ sau đó trở mặt nướng tiếp 5-7’ là ok."
Canh đậu hũ non nấu thịt viên,20 phút,3 người,Dễ,200 g thịt xay | 1 cây đậu hũ non | 3 cây nấm đùi gà | 50 g hành lá | Gia vị,"Thịt xay ướp với chút hạt nêm, tiêu xay, vo viên cho vào nồi nước nấu sôi, tiếp theo cho nấm xé nhỏ vào | Nấm chín thêm đậu hũ vào, nêm muối và hạt nêm. Hành lá cắt nhỏ | Cuối cùng múc canh ra tô, thêm hành lá và tiêu xay"
